,,state,decision
4406,1984-09-01,8.0,0.0
4406,1984-10-01,8.0,0.0
4406,1984-11-01,9.0,0.0
4406,1984-12-01,10.0,0.0
4406,1985-01-01,10.0,0.0
4406,1985-02-01,11.0,0.0
4406,1985-03-01,12.0,0.0
4406,1985-04-01,12.0,0.0
4406,1985-05-01,13.0,0.0
4407,1983-05-01,0.0,0.0
4407,1983-06-01,0.0,0.0
4407,1983-07-01,1.0,0.0
4407,1983-08-01,2.0,0.0
4407,1983-09-01,2.0,0.0
4407,1983-10-01,3.0,0.0
4407,1983-11-01,4.0,0.0
4407,1983-12-01,5.0,0.0
4407,1984-01-01,6.0,0.0
4407,1984-02-01,7.0,0.0
4407,1984-03-01,8.0,0.0
4407,1984-04-01,9.0,0.0
4407,1984-05-01,10.0,0.0
4407,1984-06-01,11.0,0.0
4407,1984-07-01,11.0,0.0
4407,1984-08-01,12.0,0.0
4407,1984-09-01,13.0,0.0
4407,1984-10-01,14.0,0.0
4407,1984-11-01,16.0,0.0
4407,1984-12-01,16.0,0.0
4407,1985-01-01,17.0,0.0
4407,1985-02-01,18.0,0.0
4407,1985-03-01,18.0,0.0
4407,1985-04-01,19.0,0.0
4407,1985-05-01,20.0,0.0
4408,1983-05-01,0.0,0.0
4408,1983-06-01,0.0,0.0
4408,1983-07-01,1.0,0.0
4408,1983-08-01,1.0,0.0
4408,1983-09-01,1.0,0.0
4408,1983-10-01,1.0,0.0
4408,1983-11-01,2.0,0.0
4408,1983-12-01,2.0,0.0
4408,1984-01-01,3.0,0.0
4408,1984-02-01,4.0,0.0
4408,1984-03-01,5.0,0.0
4408,1984-04-01,6.0,0.0
4408,1984-05-01,7.0,0.0
4408,1984-06-01,8.0,0.0
4408,1984-07-01,9.0,0.0
4408,1984-08-01,10.0,0.0
4408,1984-09-01,11.0,0.0
4408,1984-10-01,11.0,0.0
4408,1984-11-01,12.0,0.0
4408,1984-12-01,13.0,0.0
4408,1985-01-01,13.0,0.0
4408,1985-02-01,14.0,0.0
4408,1985-03-01,15.0,0.0
4408,1985-04-01,15.0,0.0
4408,1985-05-01,16.0,0.0
4409,1983-05-01,0.0,0.0
4409,1983-06-01,0.0,0.0
4409,1983-07-01,1.0,0.0
4409,1983-08-01,2.0,0.0
4409,1983-09-01,3.0,0.0
4409,1983-10-01,4.0,0.0
4409,1983-11-01,5.0,0.0
4409,1983-12-01,6.0,0.0
4409,1984-01-01,7.0,0.0
4409,1984-02-01,8.0,0.0
4409,1984-03-01,9.0,0.0
4409,1984-04-01,10.0,0.0
4409,1984-05-01,11.0,0.0
4409,1984-06-01,12.0,0.0
4409,1984-07-01,13.0,0.0
4409,1984-08-01,14.0,0.0
4409,1984-09-01,15.0,0.0
4409,1984-10-01,16.0,0.0
4409,1984-11-01,17.0,0.0
4409,1984-12-01,19.0,0.0
4409,1985-01-01,20.0,0.0
4409,1985-02-01,20.0,0.0
4409,1985-03-01,21.0,0.0
4409,1985-04-01,22.0,0.0
4409,1985-05-01,24.0,0.0
4410,1983-05-01,0.0,0.0
4410,1983-06-01,0.0,0.0
4410,1983-07-01,1.0,0.0
4410,1983-08-01,2.0,0.0
4410,1983-09-01,3.0,0.0
4410,1983-10-01,4.0,0.0
4410,1983-11-01,5.0,0.0
4410,1983-12-01,6.0,0.0
4410,1984-01-01,7.0,0.0
4410,1984-02-01,8.0,0.0
4410,1984-03-01,9.0,0.0
4410,1984-04-01,10.0,0.0
4410,1984-05-01,10.0,0.0
4410,1984-06-01,12.0,0.0
4410,1984-07-01,13.0,0.0
4410,1984-08-01,14.0,0.0
4410,1984-09-01,15.0,0.0
4410,1984-10-01,16.0,0.0
4410,1984-11-01,16.0,0.0
4410,1984-12-01,17.0,0.0
4410,1985-01-01,18.0,0.0
4410,1985-02-01,18.0,0.0
4410,1985-03-01,19.0,0.0
4410,1985-04-01,19.0,0.0
4410,1985-05-01,20.0,0.0
4411,1983-05-01,0.0,0.0
4411,1983-06-01,0.0,0.0
4411,1983-07-01,1.0,0.0
4411,1983-08-01,1.0,0.0
4411,1983-09-01,2.0,0.0
4411,1983-10-01,3.0,0.0
4411,1983-11-01,4.0,0.0
4411,1983-12-01,5.0,0.0
4411,1984-01-01,6.0,0.0
4411,1984-02-01,7.0,0.0
4411,1984-03-01,8.0,0.0
4411,1984-04-01,9.0,0.0
4411,1984-05-01,10.0,0.0
4411,1984-06-01,11.0,0.0
4411,1984-07-01,12.0,0.0
4411,1984-08-01,13.0,0.0
4411,1984-09-01,14.0,0.0
4411,1984-10-01,15.0,0.0
4411,1984-11-01,16.0,0.0
4411,1984-12-01,17.0,0.0
4411,1985-01-01,18.0,0.0
4411,1985-02-01,19.0,0.0
4411,1985-03-01,19.0,0.0
4411,1985-04-01,19.0,0.0
4411,1985-05-01,20.0,0.0
4412,1983-05-01,0.0,0.0
4412,1983-06-01,0.0,0.0
4412,1983-07-01,1.0,0.0
4412,1983-08-01,2.0,0.0
4412,1983-09-01,3.0,0.0
4412,1983-10-01,3.0,0.0
4412,1983-11-01,4.0,0.0
4412,1983-12-01,5.0,0.0
4412,1984-01-01,6.0,0.0
4412,1984-02-01,7.0,0.0
4412,1984-03-01,8.0,0.0
4412,1984-04-01,9.0,0.0
4412,1984-05-01,10.0,0.0
4412,1984-06-01,11.0,0.0
4412,1984-07-01,12.0,0.0
4412,1984-08-01,13.0,0.0
4412,1984-09-01,14.0,0.0
4412,1984-10-01,15.0,0.0
4412,1984-11-01,16.0,0.0
4412,1984-12-01,17.0,0.0
4412,1985-01-01,18.0,0.0
4412,1985-02-01,19.0,0.0
4412,1985-03-01,20.0,0.0
4412,1985-04-01,20.0,0.0
4412,1985-05-01,21.0,0.0
4413,1983-05-01,0.0,0.0
4413,1983-06-01,0.0,0.0
4413,1983-07-01,0.0,0.0
4413,1983-08-01,1.0,0.0
4413,1983-09-01,2.0,0.0
4413,1983-10-01,3.0,0.0
4413,1983-11-01,4.0,0.0
4413,1983-12-01,5.0,0.0
4413,1984-01-01,7.0,0.0
4413,1984-02-01,8.0,0.0
4413,1984-03-01,8.0,0.0
4413,1984-04-01,9.0,0.0
4413,1984-05-01,10.0,0.0
4413,1984-06-01,11.0,0.0
4413,1984-07-01,12.0,0.0
4413,1984-08-01,13.0,0.0
4413,1984-09-01,14.0,0.0
4413,1984-10-01,15.0,0.0
4413,1984-11-01,16.0,0.0
4413,1984-12-01,16.0,0.0
4413,1985-01-01,17.0,0.0
4413,1985-02-01,18.0,0.0
4413,1985-03-01,19.0,0.0
4413,1985-04-01,20.0,0.0
4413,1985-05-01,20.0,0.0
4414,1983-05-01,0.0,0.0
4414,1983-06-01,0.0,0.0
4414,1983-07-01,1.0,0.0
4414,1983-08-01,2.0,0.0
4414,1983-09-01,2.0,0.0
4414,1983-10-01,3.0,0.0
4414,1983-11-01,4.0,0.0
4414,1983-12-01,5.0,0.0
4414,1984-01-01,6.0,0.0
4414,1984-02-01,7.0,0.0
4414,1984-03-01,8.0,0.0
4414,1984-04-01,9.0,0.0
4414,1984-05-01,9.0,0.0
4414,1984-06-01,10.0,0.0
4414,1984-07-01,11.0,0.0
4414,1984-08-01,12.0,0.0
4414,1984-09-01,13.0,0.0
4414,1984-10-01,14.0,0.0
4414,1984-11-01,14.0,0.0
4414,1984-12-01,15.0,0.0
4414,1985-01-01,16.0,0.0
4414,1985-02-01,17.0,0.0
4414,1985-03-01,17.0,0.0
4414,1985-04-01,18.0,0.0
4414,1985-05-01,19.0,0.0
4415,1983-05-01,0.0,0.0
4415,1983-06-01,0.0,0.0
4415,1983-07-01,1.0,0.0
4415,1983-08-01,2.0,0.0
4415,1983-09-01,3.0,0.0
4415,1983-10-01,4.0,0.0
4415,1983-11-01,5.0,0.0
4415,1983-12-01,6.0,0.0
4415,1984-01-01,7.0,0.0
4415,1984-02-01,8.0,0.0
4415,1984-03-01,9.0,0.0
4415,1984-04-01,10.0,0.0
4415,1984-05-01,11.0,0.0
4415,1984-06-01,12.0,0.0
4415,1984-07-01,13.0,0.0
4415,1984-08-01,14.0,0.0
4415,1984-09-01,15.0,0.0
4415,1984-10-01,16.0,0.0
4415,1984-11-01,17.0,0.0
4415,1984-12-01,18.0,0.0
4415,1985-01-01,19.0,0.0
4415,1985-02-01,20.0,0.0
4415,1985-03-01,21.0,0.0
4415,1985-04-01,21.0,0.0
4415,1985-05-01,22.0,0.0
4416,1983-05-01,0.0,0.0
4416,1983-06-01,0.0,0.0
4416,1983-07-01,1.0,0.0
4416,1983-08-01,1.0,0.0
4416,1983-09-01,2.0,0.0
4416,1983-10-01,3.0,0.0
4416,1983-11-01,4.0,0.0
4416,1983-12-01,5.0,0.0
4416,1984-01-01,6.0,0.0
4416,1984-02-01,7.0,0.0
4416,1984-03-01,8.0,0.0
4416,1984-04-01,9.0,0.0
4416,1984-05-01,10.0,0.0
4416,1984-06-01,10.0,0.0
4416,1984-07-01,11.0,0.0
4416,1984-08-01,12.0,0.0
4416,1984-09-01,13.0,0.0
4416,1984-10-01,14.0,0.0
4416,1984-11-01,15.0,0.0
4416,1984-12-01,16.0,0.0
4416,1985-01-01,17.0,0.0
4416,1985-02-01,18.0,0.0
4416,1985-03-01,19.0,0.0
4416,1985-04-01,20.0,0.0
4416,1985-05-01,21.0,0.0
4417,1983-05-01,0.0,0.0
4417,1983-06-01,0.0,0.0
4417,1983-07-01,1.0,0.0
4417,1983-08-01,1.0,0.0
4417,1983-09-01,2.0,0.0
4417,1983-10-01,3.0,0.0
4417,1983-11-01,4.0,0.0
4417,1983-12-01,5.0,0.0
4417,1984-01-01,5.0,0.0
4417,1984-02-01,6.0,0.0
4417,1984-03-01,7.0,0.0
4417,1984-04-01,7.0,0.0
4417,1984-05-01,8.0,0.0
4417,1984-06-01,9.0,0.0
4417,1984-07-01,10.0,0.0
4417,1984-08-01,11.0,0.0
4417,1984-09-01,12.0,0.0
4417,1984-10-01,13.0,0.0
4417,1984-11-01,14.0,0.0
4417,1984-12-01,14.0,0.0
4417,1985-01-01,15.0,0.0
4417,1985-02-01,16.0,0.0
4417,1985-03-01,17.0,0.0
4417,1985-04-01,18.0,0.0
4417,1985-05-01,18.0,0.0
2386,1981-07-01,0.0,0.0
2386,1981-08-01,1.0,0.0
2386,1981-09-01,1.0,0.0
2386,1981-10-01,2.0,0.0
2386,1981-11-01,3.0,0.0
2386,1981-12-01,3.0,0.0
2386,1982-01-01,4.0,0.0
2386,1982-02-01,5.0,0.0
2386,1982-03-01,6.0,0.0
2386,1982-04-01,6.0,0.0
2386,1982-05-01,7.0,0.0
2386,1982-06-01,8.0,0.0
2386,1982-07-01,8.0,0.0
2386,1982-08-01,9.0,0.0
2386,1982-09-01,10.0,0.0
2386,1982-10-01,10.0,0.0
2386,1982-11-01,11.0,0.0
2386,1982-12-01,11.0,0.0
2386,1983-01-01,12.0,0.0
2386,1983-02-01,13.0,0.0
2386,1983-03-01,13.0,0.0
2386,1983-04-01,14.0,0.0
2386,1983-05-01,15.0,0.0
2386,1983-06-01,15.0,0.0
2386,1983-07-01,16.0,0.0
2386,1983-08-01,16.0,0.0
2386,1983-09-01,17.0,0.0
2386,1983-10-01,18.0,0.0
2386,1983-11-01,18.0,0.0
2386,1983-12-01,19.0,0.0
2386,1984-01-01,19.0,0.0
2386,1984-02-01,20.0,0.0
2386,1984-03-01,20.0,0.0
2386,1984-04-01,21.0,0.0
2386,1984-05-01,22.0,0.0
2386,1984-06-01,23.0,0.0
2386,1984-07-01,24.0,0.0
2386,1984-08-01,24.0,0.0
2386,1984-09-01,25.0,0.0
2386,1984-10-01,26.0,0.0
2386,1984-11-01,27.0,0.0
2386,1984-12-01,27.0,0.0
2386,1985-01-01,28.0,0.0
2386,1985-02-01,28.0,0.0
2386,1985-03-01,29.0,0.0
2386,1985-04-01,29.0,0.0
2386,1985-05-01,29.0,0.0
2386,1985-06-01,30.0,0.0
2386,1985-07-01,30.0,0.0
2387,1981-07-01,0.0,0.0
2387,1981-08-01,1.0,0.0
2387,1981-09-01,1.0,0.0
2387,1981-10-01,2.0,0.0
2387,1981-11-01,3.0,0.0
2387,1981-12-01,4.0,0.0
2387,1982-01-01,4.0,0.0
2387,1982-02-01,5.0,0.0
2387,1982-03-01,6.0,0.0
2387,1982-04-01,6.0,0.0
2387,1982-05-01,7.0,0.0
2387,1982-06-01,8.0,0.0
2387,1982-07-01,8.0,0.0
2387,1982-08-01,9.0,0.0
2387,1982-09-01,10.0,0.0
2387,1982-10-01,10.0,0.0
2387,1982-11-01,11.0,0.0
2387,1982-12-01,11.0,0.0
2387,1983-01-01,12.0,0.0
2387,1983-02-01,12.0,0.0
2387,1983-03-01,13.0,0.0
2387,1983-04-01,13.0,0.0
2387,1983-05-01,14.0,0.0
2387,1983-06-01,15.0,0.0
2387,1983-07-01,15.0,0.0
2387,1983-08-01,16.0,0.0
2387,1983-09-01,17.0,0.0
2387,1983-10-01,18.0,0.0
2387,1983-11-01,18.0,0.0
2387,1983-12-01,19.0,0.0
2387,1984-01-01,20.0,0.0
2387,1984-02-01,20.0,0.0
2387,1984-03-01,20.0,0.0
2387,1984-04-01,21.0,0.0
2387,1984-05-01,22.0,0.0
2387,1984-06-01,23.0,0.0
2387,1984-07-01,23.0,0.0
2387,1984-08-01,24.0,0.0
2387,1984-09-01,25.0,0.0
2387,1984-10-01,25.0,0.0
2387,1984-11-01,26.0,0.0
2387,1984-12-01,27.0,0.0
2387,1985-01-01,28.0,0.0
2387,1985-02-01,28.0,0.0
2387,1985-03-01,30.0,0.0
2387,1985-04-01,30.0,0.0
2387,1985-05-01,31.0,0.0
2387,1985-06-01,31.0,0.0
2387,1985-07-01,32.0,0.0
2388,1981-07-01,0.0,0.0
2388,1981-08-01,0.0,0.0
2388,1981-09-01,1.0,0.0
2388,1981-10-01,2.0,0.0
2388,1981-11-01,2.0,0.0
2388,1981-12-01,3.0,0.0
2388,1982-01-01,4.0,0.0
2388,1982-02-01,5.0,0.0
2388,1982-03-01,6.0,0.0
2388,1982-04-01,6.0,0.0
2388,1982-05-01,6.0,0.0
2388,1982-06-01,7.0,0.0
2388,1982-07-01,8.0,0.0
2388,1982-08-01,9.0,0.0
2388,1982-09-01,9.0,0.0
2388,1982-10-01,10.0,0.0
2388,1982-11-01,10.0,0.0
2388,1982-12-01,11.0,0.0
2388,1983-01-01,12.0,0.0
2388,1983-02-01,12.0,0.0
2388,1983-03-01,13.0,0.0
2388,1983-04-01,13.0,0.0
2388,1983-05-01,14.0,0.0
2388,1983-06-01,14.0,0.0
2388,1983-07-01,15.0,0.0
2388,1983-08-01,16.0,0.0
2388,1983-09-01,16.0,0.0
2388,1983-10-01,17.0,0.0
2388,1983-11-01,18.0,0.0
2388,1983-12-01,18.0,0.0
2388,1984-01-01,19.0,0.0
2388,1984-02-01,20.0,0.0
2388,1984-03-01,21.0,0.0
2388,1984-04-01,21.0,0.0
2388,1984-05-01,22.0,0.0
2388,1984-06-01,22.0,0.0
2388,1984-07-01,23.0,0.0
2388,1984-08-01,23.0,0.0
2388,1984-09-01,24.0,0.0
2388,1984-10-01,25.0,0.0
2388,1984-11-01,25.0,0.0
2388,1984-12-01,25.0,0.0
2388,1985-01-01,26.0,0.0
2388,1985-02-01,27.0,0.0
2388,1985-03-01,27.0,0.0
2388,1985-04-01,27.0,0.0
2388,1985-05-01,28.0,0.0
2388,1985-06-01,28.0,0.0
2388,1985-07-01,29.0,0.0
2389,1981-07-01,0.0,0.0
2389,1981-08-01,0.0,0.0
2389,1981-09-01,1.0,0.0
2389,1981-10-01,1.0,0.0
2389,1981-11-01,2.0,0.0
2389,1981-12-01,3.0,0.0
2389,1982-01-01,3.0,0.0
2389,1982-02-01,4.0,0.0
2389,1982-03-01,4.0,0.0
2389,1982-04-01,5.0,0.0
2389,1982-05-01,5.0,0.0
2389,1982-06-01,5.0,0.0
2389,1982-07-01,6.0,0.0
2389,1982-08-01,7.0,0.0
2389,1982-09-01,7.0,0.0
2389,1982-10-01,8.0,0.0
2389,1982-11-01,9.0,0.0
2389,1982-12-01,9.0,0.0
2389,1983-01-01,10.0,0.0
2389,1983-02-01,10.0,0.0
2389,1983-03-01,11.0,0.0
2389,1983-04-01,11.0,0.0
2389,1983-05-01,12.0,0.0
2389,1983-06-01,12.0,0.0
2389,1983-07-01,13.0,0.0
2389,1983-08-01,13.0,0.0
2389,1983-09-01,14.0,0.0
2389,1983-10-01,14.0,0.0
2389,1983-11-01,15.0,0.0
2389,1983-12-01,16.0,0.0
2389,1984-01-01,16.0,0.0
2389,1984-02-01,17.0,0.0
2389,1984-03-01,17.0,0.0
2389,1984-04-01,19.0,0.0
2389,1984-05-01,19.0,0.0
2389,1984-06-01,20.0,0.0
2389,1984-07-01,21.0,0.0
2389,1984-08-01,21.0,0.0
2389,1984-09-01,22.0,0.0
2389,1984-10-01,22.0,0.0
2389,1984-11-01,23.0,0.0
2389,1984-12-01,24.0,0.0
2389,1985-01-01,25.0,0.0
2389,1985-02-01,26.0,0.0
2389,1985-03-01,26.0,0.0
2389,1985-04-01,26.0,0.0
2389,1985-05-01,27.0,0.0
2389,1985-06-01,27.0,0.0
2389,1985-07-01,28.0,0.0
4338,1979-08-01,0.0,0.0
4338,1979-09-01,1.0,0.0
4338,1979-10-01,2.0,0.0
4338,1979-11-01,3.0,0.0
4338,1979-12-01,4.0,0.0
4338,1980-01-01,5.0,0.0
4338,1980-02-01,6.0,0.0
4338,1980-03-01,6.0,0.0
4338,1980-04-01,7.0,0.0
4338,1980-05-01,8.0,0.0
4338,1980-06-01,9.0,0.0
4338,1980-07-01,10.0,0.0
4338,1980-08-01,10.0,0.0
4338,1980-09-01,11.0,0.0
4338,1980-10-01,13.0,0.0
4338,1980-11-01,14.0,0.0
4338,1980-12-01,14.0,0.0
4338,1981-01-01,15.0,0.0
4338,1981-02-01,16.0,0.0
4338,1981-03-01,16.0,0.0
4338,1981-04-01,18.0,0.0
4338,1981-05-01,19.0,0.0
4338,1981-06-01,19.0,0.0
4338,1981-07-01,20.0,0.0
4338,1981-08-01,21.0,0.0
4338,1981-09-01,22.0,0.0
4338,1981-10-01,22.0,0.0
4338,1981-11-01,23.0,0.0
4338,1981-12-01,24.0,0.0
4338,1982-01-01,25.0,0.0
4338,1982-02-01,25.0,0.0
4338,1982-03-01,26.0,0.0
4338,1982-04-01,27.0,0.0
4338,1982-05-01,27.0,0.0
4338,1982-06-01,28.0,0.0
4338,1982-07-01,29.0,0.0
4338,1982-08-01,30.0,0.0
4338,1982-09-01,30.0,0.0
4338,1982-10-01,31.0,0.0
4338,1982-11-01,32.0,0.0
4338,1982-12-01,33.0,0.0
4338,1983-01-01,34.0,0.0
4338,1983-02-01,35.0,0.0
4338,1983-03-01,35.0,0.0
4338,1983-04-01,36.0,0.0
4338,1983-05-01,37.0,0.0
4338,1983-06-01,38.0,0.0
4338,1983-07-01,38.0,0.0
4338,1983-08-01,39.0,0.0
4338,1983-09-01,39.0,0.0
4338,1983-10-01,40.0,0.0
4338,1983-11-01,40.0,0.0
4338,1983-12-01,41.0,0.0
4338,1984-01-01,42.0,0.0
4338,1984-02-01,43.0,0.0
4338,1984-03-01,44.0,0.0
4338,1984-04-01,44.0,1.0
4338,1984-05-01,0.0,0.0
4338,1984-06-01,1.0,0.0
4338,1984-07-01,1.0,0.0
4338,1984-08-01,2.0,0.0
4338,1984-09-01,3.0,0.0
4338,1984-10-01,4.0,0.0
4338,1984-11-01,4.0,0.0
4338,1984-12-01,5.0,0.0
4338,1985-01-01,6.0,0.0
4338,1985-02-01,7.0,0.0
4338,1985-03-01,8.0,0.0
4338,1985-04-01,8.0,0.0
4338,1985-05-01,9.0,0.0
4339,1979-08-01,3.0,0.0
4339,1979-09-01,4.0,0.0
4339,1979-10-01,5.0,0.0
4339,1979-11-01,5.0,0.0
4339,1979-12-01,6.0,0.0
4339,1980-01-01,6.0,0.0
4339,1980-02-01,7.0,0.0
4339,1980-03-01,7.0,0.0
4339,1980-04-01,8.0,0.0
4339,1980-05-01,9.0,0.0
4339,1980-06-01,9.0,0.0
4339,1980-07-01,10.0,0.0
4339,1980-08-01,11.0,0.0
4339,1980-09-01,13.0,0.0
4339,1980-10-01,14.0,0.0
4339,1980-11-01,15.0,0.0
4339,1980-12-01,15.0,0.0
4339,1981-01-01,16.0,0.0
4339,1981-02-01,17.0,0.0
4339,1981-03-01,17.0,0.0
4339,1981-04-01,18.0,0.0
4339,1981-05-01,19.0,0.0
4339,1981-06-01,19.0,0.0
4339,1981-07-01,20.0,0.0
4339,1981-08-01,21.0,0.0
4339,1981-09-01,22.0,0.0
4339,1981-10-01,22.0,0.0
4339,1981-11-01,23.0,0.0
4339,1981-12-01,24.0,0.0
4339,1982-01-01,24.0,0.0
4339,1982-02-01,25.0,0.0
4339,1982-03-01,26.0,0.0
4339,1982-04-01,26.0,0.0
4339,1982-05-01,27.0,0.0
4339,1982-06-01,28.0,0.0
4339,1982-07-01,29.0,0.0
4339,1982-08-01,30.0,0.0
4339,1982-09-01,31.0,0.0
4339,1982-10-01,31.0,0.0
4339,1982-11-01,32.0,0.0
4339,1982-12-01,33.0,0.0
4339,1983-01-01,33.0,0.0
4339,1983-02-01,34.0,0.0
4339,1983-03-01,35.0,0.0
4339,1983-04-01,36.0,0.0
4339,1983-05-01,36.0,0.0
4339,1983-06-01,37.0,0.0
4339,1983-07-01,37.0,0.0
4339,1983-08-01,37.0,0.0
4339,1983-09-01,37.0,0.0
4339,1983-10-01,37.0,1.0
4339,1983-11-01,0.0,0.0
4339,1983-12-01,1.0,0.0
4339,1984-01-01,2.0,0.0
4339,1984-02-01,3.0,0.0
4339,1984-03-01,3.0,0.0
4339,1984-04-01,4.0,0.0
4339,1984-05-01,5.0,0.0
4339,1984-06-01,6.0,0.0
4339,1984-07-01,7.0,0.0
4339,1984-08-01,8.0,0.0
4339,1984-09-01,8.0,0.0
4339,1984-10-01,9.0,0.0
4339,1984-11-01,10.0,0.0
4339,1984-12-01,11.0,0.0
4339,1985-01-01,12.0,0.0
4339,1985-02-01,13.0,0.0
4339,1985-03-01,13.0,0.0
4339,1985-04-01,13.0,0.0
4339,1985-05-01,14.0,0.0
4340,1979-08-01,3.0,0.0
4340,1979-09-01,4.0,0.0
4340,1979-10-01,4.0,0.0
4340,1979-11-01,5.0,0.0
4340,1979-12-01,6.0,0.0
4340,1980-01-01,7.0,0.0
4340,1980-02-01,7.0,0.0
4340,1980-03-01,8.0,0.0
4340,1980-04-01,9.0,0.0
4340,1980-05-01,10.0,0.0
4340,1980-06-01,10.0,0.0
4340,1980-07-01,11.0,0.0
4340,1980-08-01,12.0,0.0
4340,1980-09-01,13.0,0.0
4340,1980-10-01,14.0,0.0
4340,1980-11-01,15.0,0.0
4340,1980-12-01,16.0,0.0
4340,1981-01-01,17.0,0.0
4340,1981-02-01,18.0,0.0
4340,1981-03-01,19.0,0.0
4340,1981-04-01,19.0,0.0
4340,1981-05-01,20.0,0.0
4340,1981-06-01,21.0,0.0
4340,1981-07-01,22.0,0.0
4340,1981-08-01,22.0,0.0
4340,1981-09-01,23.0,0.0
4340,1981-10-01,24.0,0.0
4340,1981-11-01,25.0,0.0
4340,1981-12-01,26.0,0.0
4340,1982-01-01,26.0,0.0
4340,1982-02-01,27.0,0.0
4340,1982-03-01,27.0,0.0
4340,1982-04-01,28.0,0.0
4340,1982-05-01,29.0,0.0
4340,1982-06-01,29.0,0.0
4340,1982-07-01,30.0,0.0
4340,1982-08-01,31.0,0.0
4340,1982-09-01,32.0,0.0
4340,1982-10-01,33.0,0.0
4340,1982-11-01,33.0,0.0
4340,1982-12-01,34.0,0.0
4340,1983-01-01,35.0,0.0
4340,1983-02-01,36.0,0.0
4340,1983-03-01,37.0,0.0
4340,1983-04-01,38.0,0.0
4340,1983-05-01,38.0,0.0
4340,1983-06-01,39.0,0.0
4340,1983-07-01,39.0,0.0
4340,1983-08-01,40.0,0.0
4340,1983-09-01,41.0,0.0
4340,1983-10-01,41.0,0.0
4340,1983-11-01,42.0,0.0
4340,1983-12-01,42.0,0.0
4340,1984-01-01,43.0,0.0
4340,1984-02-01,44.0,0.0
4340,1984-03-01,45.0,0.0
4340,1984-04-01,46.0,0.0
4340,1984-05-01,46.0,0.0
4340,1984-06-01,47.0,0.0
4340,1984-07-01,48.0,0.0
4340,1984-08-01,48.0,0.0
4340,1984-09-01,49.0,0.0
4340,1984-10-01,50.0,0.0
4340,1984-11-01,50.0,0.0
4340,1984-12-01,51.0,0.0
4340,1985-01-01,51.0,0.0
